1657634422.00594,335
1657634422.047414,343
1657634422.0883238,342
1657634422.1292732,351
1657634422.1698706,356
1657634422.210718,356
1657634422.2516952,364
1657634422.2926214,358
1657634422.3331723,368
1657634422.3742955,377
1657634422.4151454,381
1657634422.4560957,392
1657634422.4968088,390
1657634422.5378263,389
1657634422.578377,393
1657634422.6191413,403
1657634422.6597743,399
1657634422.700363,416
1657634422.7409713,420
1657634422.7814822,422
1657634422.8220735,425
1657634422.862623,429
1657634422.9032176,436
1657634422.9438107,438
1657634422.984247,435
1657634423.025918,448
1657634423.0683615,444
1657634423.1099403,459
1657634423.1512988,456
1657634423.192676,462
1657634423.2343242,463
1657634423.276065,463
1657634423.3177445,474
1657634423.359516,480
1657634423.4009826,491
1657634423.4428947,488
1657634423.4843466,502
1657634423.52579,501
1657634423.567662,487
1657634423.6092157,523
1657634423.651094,515
1657634423.6928575,512
1657634423.7346697,524
1657634423.7764833,526
1657634423.8183672,518
1657634423.8602488,539
1657634423.901733,545
1657634423.943425,544
1657634423.985261,559
1657634424.0271664,558
1657634424.0689976,563
1657634424.1108844,558
1657634424.1527367,551
1657634424.194601,576
1657634424.2362697,586
1657634424.2781248,582
1657634424.3199935,580
1657634424.361781,577
1657634424.403193,606
1657634424.4450781,602
1657634424.486852,586
1657634424.528708,621
1657634424.5704093,612
1657634424.612037,634
1657634424.653978,622
1657634424.6953845,618
1657634424.7372334,647
1657634424.7790947,623
1657634424.821013,621
1657634424.8624349,647
1657634424.9043405,657
1657634424.94609,635
1657634424.9879105,637
1657634425.0297394,654
1657634425.0715864,667
1657634425.1134691,672
1657634425.1554325,665
1657634425.1967883,664
1657634425.2387228,668
1657634425.2805068,669
1657634425.3218288,697
1657634425.3636477,694
1657634425.4054806,685
1657634425.4473612,675
1657634425.4887445,705
1657634425.53015,714
1657634425.5716188,724
1657634425.613438,719
1657634425.655351,719
1657634425.6968076,720
1657634425.7385697,723
1657634425.7804294,736
1657634425.8222923,733
1657634425.8640954,740
1657634425.9055278,746
1657634425.9473317,767
1657634425.9892762,772
1657634426.0312176,768
1657634426.0730536,758
1657634426.1145897,777
1657634426.1565595,739
1657634426.1982896,764
1657634426.2401197,776
1657634426.2818348,807
1657634426.3236187,797
1657634426.365508,811
1657634426.4068923,818
1657634426.4485955,784
1657634426.4906266,832
1657634426.5325024,826
1657634426.5743918,802
1657634426.616339,831
1657634426.6582193,831
1657634426.7000153,835
1657634426.7418435,804
1657634426.7835963,855
1657634426.8254106,862
1657634426.867286,830
1657634426.908627,876
1657634426.9503767,888
1657634426.992404,849
1657634427.034231,909
1657634427.076007,855
1657634427.1174943,861
1657634427.159282,900
1657634427.201127,890
1657634427.2429404,913
1657634427.2847388,912
1657634427.3265057,916
1657634427.368431,887
1657634427.409752,893
1657634427.45147,932
1657634427.4933207,930
1657634427.5352042,919
1657634427.576566,922
1657634427.618044,948
1657634427.659868,887
1657634427.7016315,946
1657634427.7434669,904
1657634427.7852125,982
1657634427.8270564,955
1657634427.8688731,991
1657634427.910255,981
1657634427.9519877,970
1657634427.993757,980
1657634428.0355816,980
1657634428.0773168,990
1657634428.1191506,961
1657634428.1611092,1028
1657634428.2029917,1000
1657634428.2448208,980
1657634428.2865887,1020
1657634428.328525,1003
1657634428.3700883,1009
1657634428.4119103,1053
1657634428.4533575,1002
1657634428.4950006,1013
1657634428.5365868,1028
1657634428.578394,1033
1657634428.6196866,1091
1657634428.6613495,1031
1657634428.7027383,1058
1657634428.744471,994
1657634428.7861652,1038
1657634428.8275788,1109
1657634428.8690872,1048
1657634428.9108515,1066
1657634428.952251,8190
1657634428.9937305,1062
1657634429.0351326,1077
1657634429.076398,1160
1657634429.1177878,1082
1657634429.159166,1091
1657634429.2006276,1120
1657634429.2422867,1090
1657634429.283728,1099
1657634429.3252966,1143
1657634429.366759,1180
1657634429.4084916,8191
1657634429.4499254,1159
1657634429.4915292,8191
1657634429.5328698,1129
1657634429.5744758,1143
1657634429.616082,8191
1657634429.657671,1127
1657634429.699352,1143
1657634429.741194,1172
1657634429.7826276,1104
1657634429.8244655,8190
1657634429.865989,1181
1657634429.9075773,1163
1657634429.949366,1216
1657634429.9908226,1125
1657634430.0322483,8190
1657634430.073767,1190
1657634430.1154575,8190
1657634430.1568656,1240
1657634430.1983435,1186
1657634430.2400632,1210
1657634430.2815547,1247
1657634430.3233304,1249
1657634430.3646977,1254
1657634430.4062412,1201
1657634430.4479482,8191
1657634430.489659,1214
1657634430.530943,1223
1657634430.5726159,8190
1657634430.597603,8190
1657634430.6392856,1200
1657634430.680804,1243
1657634430.722177,1209
1657634430.7636194,1219
1657634430.8050883,8191
1657634430.8467245,8190
1657634430.8881729,8190
1657634430.9294438,8190
1657634430.9708846,1262
1657634431.01253,8190
1657634431.0552943,8191
1657634431.096757,1270
1657634431.1382008,8190
1657634431.1799867,8190
1657634431.205338,8190
1657634431.2470925,8190
1657634431.2889273,8190
1657634431.330802,1253
1657634431.3725457,8191
1657634431.414403,8190
1657634431.4563372,8190
1657634431.4977436,8190
1657634431.5392094,8190
1657634431.5804873,8190
1657634431.6057346,8190
1657634431.646983,8190
1657634431.68877,8190
1657634431.730023,8190
1657634431.7717805,8190
1657634431.813511,8190
