1657624342.9112756,322
1657624343.438573,321
1657624343.9751852,321
1657624344.511816,324
1657624345.0487487,332
1657624345.586007,327
1657624346.1220295,327
1657624346.6578345,324
1657624347.1946855,330
1657624347.7309499,322
1657624348.2672412,324
1657624348.802853,382
1657624349.339148,446
1657624349.8761897,499
1657624350.3920062,559
1657624350.9202428,602
1657624351.4518454,637
1657624351.9877138,711
1657624352.524397,786
1657624353.0624542,821
1657624353.5988963,910
1657624354.1350794,928
1657624354.6717203,8190
1657624355.2057018,1061
1657624355.7420027,1119
1657624356.2730937,1192
1657624356.8088276,1215
1657624357.3445868,1200
1657624357.847605,1356
1657624358.383103,1409
1657624358.903102,1356
1657624359.4397645,1321
1657624359.9544427,8190
1657624360.4749808,1241
1657624361.0113792,1257
1657624361.5478706,1164
1657624362.0834668,1091
1657624362.6143196,1037
1657624363.1509202,1020
1657624363.6822653,944
1657624364.2132874,869
1657624364.7500057,821
1657624365.287135,759
1657624365.8188825,709
1657624366.3548741,657
1657624366.8906617,593
1657624367.4233263,557
1657624367.9550478,494
1657624368.4915617,445
1657624369.0280583,377
1657624369.6017637,321
1657624370.1756885,327
1657624370.7111742,328
1657624371.2468817,323
1657624371.7835515,320
1657624372.3190098,315
1657624372.854974,330
1657624373.3918304,326
1657624373.9274356,321
1657624374.4632983,325
1657624375.0000713,332
1657624375.5375943,325
1657624376.0732837,326
1657624376.6093624,325
1657624377.1777356,321
1657624377.7151902,329
1657624378.2527852,329
1657624378.7891576,328
1657624379.326661,320
1657624379.8641648,332
1657624380.4010262,331
1657624380.9369433,318
1657624381.4703543,317
1657624382.007003,325
1657624382.5432274,321
1657624383.0793536,326
1657624383.6157072,319
1657624384.1528394,318
1657624384.6884098,319
1657624385.2245698,323
1657624385.7600188,325
1657624386.2949526,327
1657624386.8308246,325
1657624387.3659647,325
1657624387.9014454,325
1657624388.4371688,324
1657624388.9739177,326
1657624389.510964,318
1657624390.0420349,328
1657624390.580613,326
1657624391.1116402,326
1657624391.6480708,327
1657624392.1791763,323
1657624392.7147434,322
1657624393.252117,320
1657624393.7896562,327
1657624394.325556,326
1657624394.8613973,322
1657624395.3985372,323
1657624395.9286637,323
1657624396.4647934,321
1657624397.0011408,328
1657624397.536867,325
1657624398.073601,321
1657624398.6109653,322
1657624399.1471553,327
1657624399.6836474,323
1657624400.2205539,327
1657624400.7524297,320
1657624401.2834413,329
1657624401.8195064,321
1657624402.3560214,326
1657624402.8872843,331
1657624403.424468,321
1657624403.9609869,331
1657624404.4965975,321
1657624405.031949,324
1657624405.5675142,332
1657624406.1030784,331
1657624406.6380734,327
1657624407.1735141,326
1657624407.7102718,325
1657624408.2458434,322
1657624408.7811708,328
1657624409.3162007,321
1657624409.852436,322
1657624410.387277,322
1657624410.9241369,321
1657624411.4544208,324
1657624411.9907658,329
1657624412.5657434,324
1657624413.10277,321
1657624413.6389039,327
1657624414.1750326,317
1657624414.7105346,328
1657624415.2458355,323
1657624415.7818303,323
1657624416.3169181,323
1657624416.8519905,322
1657624417.3870742,327
1657624417.9227803,329
1657624418.4583192,326
1657624418.9938235,324
1657624419.5303214,315
1657624420.0668063,326
1657624420.6004138,323
1657624421.1341858,326
1657624421.6675708,322
1657624422.2011487,324
1657624422.7347693,320
1657624423.2690156,336
1657624423.8032582,333
1657624424.3369555,323
1657624424.871423,324
1657624425.4049406,327
1657624425.9747539,317
1657624426.510404,320
1657624427.046321,332
1657624427.583642,330
1657624428.119787,325
1657624428.6526928,327
1657624429.1865404,317
